Account,On/Off,Address,Region,City,State,Name Zip,Memo,Month,Btl / Keg Qty,750 Ml Equiv,9L CS Equiv,9L CS Equiv,Purchase Price,Total Sales
Ivy Inn,on,2244 Old Ivy Rd.,Charlottesville,Charlottesville,VA,22903-4817,Early Mountain Vineyards Virginia Chardonnay 2017,2/14/2020,12,12,1,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/4/2019,12,12,1,23.33,280,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/9/2019,3,3,0.25,13.33,40,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/25/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/15/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/22/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/27/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/6/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/17/2019,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,RIchmond,Richmond,VA,23226,Early Mountain Vineyards Virginia Chardonnay 2017,1/3/2020,12,12,1,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/15/2020,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/14/2020,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/26/2020,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/4/2020,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/18/2020,3,3,0.25,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/20/2020,12,12,1,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,Early Mountain Vineyards Virginia Rosé 2019,3/20/2020,12,12,1,,,
J Emerson,off,5716 Grove Ave,Richmond,Richmond,VA,23226,Early Mountain Vineyards Virginia Rosé 2019,3/25/2020,12,12,1,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/21/2019,6,6,0.5,23.33,140,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/21/2019,6,6,0.5,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/23/2019,24,24,2,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/23/2019,12,12,1,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/13/2019,12,12,1,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,24,24,2,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,24,24,2,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/6/2019,36,36,3,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/13/2019,12,12,1,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/27/2019,12,12,1,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/27/2019,60,60,5,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/17/2020,36,36,3,,,
Jefferson Hotel,on,101 W Franklin St,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/28/2020,24,24,2,,,
Kings County Wines,off,1420 Cortelyou Road,New York,Brooklyn,NY,11226,Early Mountain Vineyards Virginia Petit Manseng 2017,11/11/2019,24,24,2,,,
Kings County Wines,off,1420 Cortelyou Road,New York,Brooklyn,NY,11226,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,48,48,4,,,
Kings County Wines,off,285 West Broadway,Manhattan,New York,NY,10013,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/22/2020,48,48,4,,,
L'Auberge Chez Francois,on,332 Springvale Rd,NoVA,Great Falls,VA,22066,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/15/2019,36,36,3,12,432,
L'Auberge Chez Francois,on,332 Springvale Rd,NoVA,Great Falls,VA,22066,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/15/2019,36,36,3,,,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/1/2019,12,12,1,20,240,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,10/10/2019,3,3,0.25,20,60,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Pétillant Naturel Red 2018,10/10/2019,6,6,0.5,16.67,100,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Cabernet Franc Quaker Run 2017,10/22/2019,3,3,0.25,20,60,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/22/2019,8,8,0.67,20,160,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,10/22/2019,8,8,0.67,20,160,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Petit Manseng 2017,10/22/2019,8,8,0.67,16.67,133.33,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Petit Manseng Demi-Sec 2017 500ml,10/22/2019,8,8,0.67,20,160,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/22/2019,8,8,0.67,,,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/22/2019,8,8,0.67,23.33,186.67,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Petit Manseng 2017,10/24/2019,36,36,3,,,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/1/2019,4,4,0.33,,,
La Fromagerie,On/Off,1222 King St,NoVa,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,11/7/2019,12,12,1,,,
La Fromagerie,on/off,1222 King St,NoVA,Alexandria,VA,22314-2927,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2017,2/6/2020,3,3,0.25,,,
La Fromagerie,on/off,1222 King St,NoVA,Alexandria,VA,22314-2927,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,3/12/2020,3,3,0.25,$20.00 ,$60.00 ,
Lafayette Inn,on,146 Main St,Charlottesville,Stanardsville,VA,22973-2970,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/25/2019,12,12,1,,,
Libbie Market,off,400 Libbie Ave.,Richmond,Richmond,VA,23226,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,3/11/2020,3,3,0.25,$20.00 ,$60.00 ,
Libbie Market,off,400 Libbie Ave.,Richmond,Richmond,VA,23226,Early Mountain Vineyards Virginia Petit Manseng 2018,3/11/2020,3,3,0.25,$16.67 ,$50.00 ,
Libbie Market,off,400 Libbie Ave.,Richmond,Richmond,VA,23226,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/11/2020,3,3,0.25,$26.67 ,$80.00 ,
Libbie Market,off,400 Libbie Ave.,Richmond,Richmond,VA,23226,Early Mountain Vineyards Virginia Rosé 2019,3/11/2020,12,12,1,,,
Little Red Fox,on/off,5035 Connecticut Ave. NW,DC,Washington,DC,20008,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/8/2019,36,36,3,,,
Little Red Fox,on/off,5035 Connecticut Ave. NW,DC,Washington,DC,20008,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,12/19/2019,36,36,3,,,
Little Red Fox,on/off,5035 Connecticut Ave. NW,DC,Washington,DC,20008,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/27/2020,36,36,3,,,
"Local, The",on,824 Hinton Ave,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/19/2020,3,3,0.25,,,
Locke Store,off,2049 Millwood Rd.,NoVA,Millwood,VA,22646,"Early Mountain Vineyards Virginia Red ""Rise"" 2015",3/7/2019,6,6,0.5,,,
Locke Store,off,2049 Millwood Rd.,NoVA,Millwood,VA,22646,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,1/9/2020,3,3,0.25,,,
Locke Store,off,2049 Millwood Rd.,NoVA,Millwood,VA,22646,Early Mountain Vineyards Virginia Rosé 2019,3/5/2020,36,36,3,,,
Lucky,on,18 Kirk Ave SW,Valley/Western,Roanoke,VA,24011,Early Mountain Vineyards Virginia Chardonnay 2017,2/12/2020,1,1,0.08,,,
Lucky,on,18 Kirk Ave SW,Valley/Western,Roanoke,VA,24011,Early Mountain Vineyards Virginia Chardonnay 2018,3/11/2020,1,1,0.08,$16.67 ,$16.67 ,
Magnolia's at the Mill,on,198 North 21st Street,NoVA,Purcelville,VA,20132,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/17/2019,12,12,1,,,
Main (The),on,100 E. Main Street,Tidewater,Norfolk,VA,23510,"Early Mountain Vineyards Virginia Red ""Rise"" 2015",6/12/2019,6,6,0.5,,,
Main (The),on,100 E. Main Street,Tidewater,Norfolk,VA,23510,"Early Mountain Vineyards Virginia Red ""Rise"" 2015",7/24/2019,3,3,0.25,,,
Main (The),on,100 E. Main Street,Tidewater,Norfolk,VA,23510,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/16/2019,3,3,0.25,20,60,
Main (The),on,100 E. Main Street,Tidewater,Norfolk,VA,23510,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/16/2019,24,24,2,20,480,
Main (The),on,100 E. Main Street,Tidewater,Norfolk,VA,23510,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/16/2019,12,12,1,23.33,280,
Mama Chang,on,3251 Old Lee Hwy,NoVa,Fairfax,VA,22030,Early Mountain Vineyards Virginia Rosé 2018,10/31/2019,12,12,1,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early MountainVineyards Virginia Red ""Novum"" 2016",10/2/2019,12,12,1,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Petit Manseng 2017,10/9/2019,5,5,0.42,16.67,83.33,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/16/2019,6,6,0.5,13.33,80,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Petit Manseng 2017,10/23/2019,12,12,1,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/23/2019,5,5,0.42,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,10/30/2019,4,4,0.33,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/6/2019,6,6,0.5,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,11/25/2019,3,3,0.25,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/27/2019,5,5,0.42,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,6,6,0.5,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/18/2019,1,1,0.08,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,5,5,0.42,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/20/2019,5,5,0.42,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,12/23/2019,5,5,0.42,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/27/2019,3,3,0.25,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/8/2020,4,4,0.33,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/17/2020,3,3,0.25,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/7/2020,6,6,0.5,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/14/2020,3,3,0.25,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,3,3,0.25,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2018,3/18/2020,2,2,0.17,$16.67 ,$33.33 ,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2019,3/25/2020,4,4,0.33,,,
Market Street Wine Shop,off,311 East Market St,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/27/2020,2,2,0.17,$26.67 ,$53.33 ,
Momofuku DC,on,1090 I St. NW,DC,Washington,DC,20001,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",10/18/2019,12,12,1,12,144,
Momofuku DC,on,1090 I St. NW,DC,Washington,DC,20001,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",10/31/2019,24,24,2,,,
Momofuku DC,on,1090 I St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/11/2020,12,12,1,,,
Momofuku DC,on,1090 I St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Petit Manseng 2018,2/11/2020,12,12,1,,,
Momofuku DC,on,1090 I St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Petit Manseng 2018,3/13/2020,12,12,1,$15.00 ,$180.00 ,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Virginia Rosé 2018,10/2/2019,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/18/2019,3,3,0.25,20,60,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/25/2019,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Virginia Rosé 2018,10/30/2019,4,4,0.33,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/13/2019,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/22/2019,2,2,0.17,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/23/2019,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Virginia Petit Manseng 2018,2/19/2020,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/19/2020,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Virginia Petit Manseng 2018,3/4/2020,3,3,0.25,$16.67 ,$50.00 ,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/4/2020,3,3,0.25,,,
Mona Lisa,off,921 Preston Ave,Charlottesville,Charlottesville,VA,22903,Early Mountain Vineyards Virginia Rosé 2019,3/20/2020,6,6,0.5,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/31/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/31/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Virginia Chardonnay 2017,11/14/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/26/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Virginia Chardonnay 2017,11/26/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/26/2019,3,3,0.25,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,12/12/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,12/12/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/12/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/12/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/19/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/19/2019,12,12,1,,,
Norm's Beer & Wine,off,136 Branch Rd SE,NoVA,Vienna,VA,22180,Early Mountain Vineyards Virginia Rosé 2019,3/19/2020,36,36,3,,,
Northside Social - Clarendon,on,3211 Wilson Blvd.,NoVA,Arlington,VA,22201,Early Mountain Vineyards Virginia Rosé 2018,11/5/2019,19,19,1.58,,,
Nourish Louisa,on/off,205 W Main St,Charlottesville,Louisa,VA,23093,Early Mountain Vineyards Virginia Chardonnay 2017,12/4/2019,6,6,0.5,,,
Nourish Louisa,on/off,205 W Main St,Charlottesville,Louisa,VA,23093,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,6,6,0.5,,,
Now & Zen,on,Pinnacle Planning Inc,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/21/2020,12,12,1,,,
Olivino,off,285 West Broadway #330,Manhattan,New York,NY,10013,Early Mountain Vineyards Virginia Chardonnay 2017,1/22/2020,6,6,0.5,,,
Olivino,off,285 West Broadway #330,Manhattan,New York,NY,10013,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/22/2020,12,12,1,,,
Olmsted,On,659 Vanderbilt Ave,New York,Brooklyn,NY,11238,Early Mountain Vineyards Virginia Petit Manseng 2017,12/20/2019,6,6,0.5,,,
Olmsted,On,659 Vanderbilt Ave,New York,Brooklyn,NY,11238,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2015",12/20/2019,6,6,0.5,,,
Olmsted,On,659 Vanderbilt Ave,New York,Brooklyn,NY,11238,Early Mountain Vineyards Virginia Rosé 2018,12/20/2019,12,12,1,,,
Olmsted,on,285 West Broadway #330,Manhattan,New York,NY,10013,Early Mountain Vineyards Virginia Rosé 2018,1/15/2020,24,24,2,,,
ONE EARED STAG,On,1029 EDGEWOOD AVE NE,ATLANTA,ATLANTA,GA,30374,EARLY MOUNTAIN PETITE MANSENG 2017,Jan-20,0.33,0.33,0.03,,,
ONE EARED STAG,on,1029 EDGEWOOD AVE NE,,ATLANTA,GA,30262597,EARLY MOUNTAIN PETITE MANSENG,Mar-20,0.17,0.17,0.01,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Virginia Rosé 2018,10/8/2019,36,36,3,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/15/2019,12,12,1,20,240,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Virginia Petit Manseng 2017,10/15/2019,12,12,1,16.67,200,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/19/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/3/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2017,12/19/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/19/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/20/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/31/2019,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/24/2020,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",1/24/2020,5,5,0.42,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/6/2020,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/5/2020,12,12,1,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Virginia Rosé 2019,3/5/2020,36,36,3,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",3/20/2020,10,10,0.83,,,
Organic Butcher of McLean,off,6712 Old Dominion Drive,NoVA,McLean,VA,22101-3806,Early Mountain Vineyards Virginia Rosé 2019,3/27/2020,36,36,3,,,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/11/2019,3,3,0.25,20,60,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",10/11/2019,3,3,0.25,12,36,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/11/2019,3,3,0.25,13.33,40,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,Early Mountain Vineyards Virginia Rosé 2018,10/11/2019,3,3,0.25,,,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,3,3,0.25,,,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",2/12/2020,3,3,0.25,,,
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",3/18/2020,3,3,0.25,$12.00 ,$36.00 ,
